----- 8-10-2012 22:44:17: Job 'RPLiveTVServerSource': ANALYSIS started by On File Change on computer 'QUAD' (GoodSync 9.0.2.4 on Windows 7) -----
RPLiveTVServerSource: C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV =forced-PropDels=> D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE, SavePrevVers, CleanupPrevVers=30d, CleanupOldGens=12m, TmpDest, EstReq, CopyLocked, DetectMovesAndRenames, DetectFolderMoves, FileLinksDrill, CaseSens, Reconnect=3, CopyCreateTime
Exclude licens*.rfo|cache.rfo|mru.rfo|mpp*.rfo|RoboForm Online Account.rfp|name *._gstmp|/System Volume Information|Thumbs.db|.DS_Store 
Left: Reading State File C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\_gsdata_\_file_state._gs
Locking folder C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV for write
Left: Files: 4.202 (excluded 0). Folders: 552 (excluded 1). C: NTFS, Free: 50,9 GB, Total: 195 GB
Right: Reading State File D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\_gsdata_\_file_state._gs
Locking folder D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE for write
Right: Files: 4.192 (excluded 0). Folders: 552 (excluded 1). D: NTFS, Free: 160 GB, Total: 931 GB
On disk file:///D: space required for sync is 11,8 MB, you have 160 GB
Changes: 90, Conflicts: 0, CopyTime: 0, CopyState: 0, Errors: 0
Left to Right: Copy File: 89 Delete File: 1 
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\bin\Release\MediaStreamer.dll' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\bin\Release\MediaStreamer.dll'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\bin\Release\MediaStreamer.pdb' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\bin\Release\MediaStreamer.pdb'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\bin\Release\MSEPG.dll' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\bin\Release\MSEPG.dll'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\bin\Release\MSEPG.pdb' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\bin\Release\MSEPG.pdb'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\bin\Release\RPServer.dll' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\bin\Release\RPServer.dll'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\bin\Release\RPServer.pdb' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\bin\Release\RPServer.pdb'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\bin\Release\ShellUtilities.dll' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\bin\Release\ShellUtilities.dll'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\bin\Release\ShellUtilities.pdb' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\bin\Release\ShellUtilities.pdb'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\bin\Release\WTVTranscoder.dll' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\bin\Release\WTVTranscoder.dll'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\bin\Release\WTVTranscoder.pdb' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\bin\Release\WTVTranscoder.pdb'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\obj\Release\DesignTimeResolveAssemblyReferencesInput.cache' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\obj\Release\DesignTimeResolveAssemblyReferencesInput.cache'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\obj\Release\Interop.WMPLib.dll' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\obj\Release\Interop.WMPLib.dll'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\obj\Release\RPServer.csproj.FileListAbsolute.txt' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\obj\Release\RPServer.csproj.FileListAbsolute.txt'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\obj\Release\RPServer.csproj.ResolveComReference.cache' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\obj\Release\RPServer.csproj.ResolveComReference.cache'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\obj\Release\RPServer.csprojResolveAssemblyReference.cache' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\obj\Release\RPServer.csprojResolveAssemblyReference.cache'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\obj\Release\RPServer.dll' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\obj\Release\RPServer.dll'
Copy Over 'C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\Server\RPServer\obj\Release\RPServer.pdb' -> 'D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\Server\RPServer\obj\Release\RPServer.pdb'
Save State File C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\_gsdata_\_file_state._gs
Save State File D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\_gsdata_\_file_state._gs
Delete lock file C:\Users\stefan verhagen\Documents\Visual Studio 2010\Projects\remotepotato-4333062-LivetTV\_gsdata_\lock.gsl
Delete lock file D:\Dropbox\mydoc2\programmeren\remote potato\RPaddinAndroidMCE\_gsdata_\lock.gsl
Items Synced OK: 90, Errors: 0
===== 8-10-2012 22:44:21: Sync Completed. Time: 00:00:01, Speed: 828 KB/s =====

